MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
5,3,116.0,13474.0,0,0,3,3,3,4,2,20,1,2,0,5,7.0,5.0,1990.0,1991.0,1,1,6,10,1,246.0,3,2,1,3,2,1,5,700.0,1,0.0,0.0,700.0,1,3,1,4,1122.0,1121.0,0.0,2243.0,1.0,0.0,2.0,1.0,4.0,1.0,3,8.0,6,1.0,2,1,1990.0,2,3.0,746.0,2,2,2,127.0,44.0,224.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
4,3,81.0,15593.0,0,0,3,3,3,0,2,4,2,2,0,0,7.0,4.0,1953.0,1953.0,1,1,3,0,2,0.0,3,2,1,2,2,1,4,603.0,1,0.0,701.0,1304.0,2,2,1,4,1304.0,983.0,0.0,2287.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1953.0,3,2.0,667.0,2,2,2,0.0,21.0,114.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
5,3,88.0,14200.0,0,0,3,3,3,0,2,12,2,2,0,5,7.0,6.0,1966.0,1966.0,1,1,8,8,1,309.0,2,2,1,2,2,1,3,445.0,1,0.0,479.0,924.0,1,4,1,4,1216.0,941.0,0.0,2157.0,0.0,0.0,2.0,1.0,4.0,1.0,3,8.0,6,2.0,3,1,1966.0,3,2.0,487.0,2,2,2,105.0,66.0,0.0,0.0,0.0,0.0,0,4,2,0.0,5.0,2006.0,8,4
5,1,69.5,7050.0,0,0,3,3,3,4,2,21,2,2,0,5,7.0,5.0,2001.0,2001.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,738.0,1,0.0,319.0,1057.0,1,4,1,4,1057.0,872.0,0.0,1929.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,2001.0,3,2.0,650.0,2,2,2,0.0,235.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2007.0,8,4
5,1,75.0,9803.0,0,0,3,3,3,4,2,21,2,2,0,5,7.0,5.0,2005.0,2005.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,400.0,1,0.0,466.0,866.0,1,3,1,4,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,0.0,-1,1,2005.0,2,2.0,603.0,2,2,2,0.0,108.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2008.0,8,4
0,3,67.0,9808.0,0,0,2,3,3,4,2,5,2,2,0,2,7.0,5.0,2002.0,2002.0,1,1,12,13,1,110.0,3,2,2,3,2,1,6,788.0,1,0.0,785.0,1573.0,1,4,1,4,1573.0,0.0,0.0,1573.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2002.0,2,2.0,544.0,2,2,2,0.0,72.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2009.0,8,4
0,3,85.0,10000.0,0,0,3,3,3,4,2,21,2,2,0,2,8.0,5.0,2006.0,2006.0,3,1,12,13,3,410.0,3,2,2,3,3,3,1,0.0,1,0.0,1588.0,1588.0,1,4,1,4,1588.0,0.0,0.0,1588.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2006.0,2,3.0,825.0,2,2,2,144.0,45.0,0.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2007.0,8,4
0,3,91.0,12274.0,0,0,2,3,3,2,2,21,2,2,0,2,7.0,5.0,2008.0,2008.0,1,1,12,13,3,256.0,3,2,2,3,2,1,1,0.0,1,0.0,1417.0,1417.0,1,4,1,4,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,4,6.0,6,0.0,-1,1,2008.0,2,2.0,554.0,2,2,2,0.0,60.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2008.0,6,5
5,1,84.0,10207.0,0,0,3,3,3,4,2,21,2,2,0,5,7.0,6.0,2007.0,2007.0,1,1,12,13,2,0.0,3,2,2,3,2,1,1,0.0,1,0.0,874.0,874.0,1,4,1,4,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2007.0,3,2.0,578.0,2,2,2,144.0,105.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2007.0,6,5
5,3,59.0,11228.0,0,0,1,3,3,1,2,20,2,2,0,5,7.0,5.0,1993.0,1993.0,1,1,12,13,2,0.0,3,2,2,3,2,1,4,50.0,6,531.0,499.0,1080.0,1,4,1,4,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,3,9.0,6,1.0,2,1,1993.0,1,3.0,678.0,2,2,2,196.0,187.0,0.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2008.0,8,4
0,3,69.5,16669.0,0,0,2,3,3,0,2,23,2,2,0,2,8.0,6.0,1981.0,1981.0,3,6,9,10,1,653.0,3,2,1,3,2,1,1,0.0,1,0.0,1686.0,1686.0,1,2,1,4,1707.0,0.0,0.0,1707.0,0.0,0.0,2.0,1.0,2.0,1.0,2,6.0,6,1.0,2,1,1981.0,2,2.0,511.0,2,2,2,574.0,64.0,0.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2006.0,8,4
5,3,82.0,11287.0,0,0,3,3,3,4,2,20,2,2,0,5,7.0,6.0,1989.0,1989.0,1,1,9,10,1,340.0,3,2,1,3,2,3,6,421.0,1,0.0,386.0,807.0,1,3,1,4,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,1989.0,3,2.0,575.0,2,2,2,0.0,84.0,0.0,196.0,0.0,0.0,0,0,2,0.0,1.0,2007.0,8,4
15,3,69.5,164660.0,1,0,2,1,3,0,0,23,2,2,1,0,5.0,6.0,1965.0,1965.0,1,1,9,10,2,0.0,2,2,1,2,2,4,5,1249.0,4,147.0,103.0,1499.0,1,4,1,4,1619.0,167.0,0.0,1786.0,2.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,2.0,3,1,1965.0,3,2.0,529.0,2,2,2,670.0,0.0,0.0,0.0,0.0,0.0,0,0,2,700.0,8.0,2008.0,8,4
4,3,69.5,13837.0,0,0,2,3,3,0,2,14,2,2,0,0,7.0,5.0,1988.0,1988.0,1,1,6,6,1,178.0,3,3,2,3,3,1,6,1002.0,2,202.0,0.0,1204.0,1,3,1,4,1377.0,806.0,0.0,2183.0,0.0,0.0,2.0,1.0,4.0,1.0,3,9.0,6,0.0,-1,1,1988.0,1,3.0,786.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2006.0,8,4
0,1,72.0,8640.0,0,0,3,3,3,4,2,21,2,2,0,2,8.0,5.0,2009.0,2009.0,1,1,5,5,3,72.0,3,2,2,3,2,2,6,936.0,1,0.0,364.0,1300.0,1,4,1,4,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2009.0,2,2.0,552.0,2,2,2,135.0,112.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2009.0,6,5
11,3,34.0,5001.0,0,0,2,3,3,4,2,16,2,2,3,2,7.0,5.0,2007.0,2008.0,1,1,12,13,3,166.0,3,2,2,3,2,1,6,904.0,1,0.0,410.0,1314.0,1,4,1,4,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,3,6.0,6,1.0,3,1,2008.0,2,2.0,626.0,2,2,2,172.0,62.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2009.0,8,4
6,3,69.5,11435.0,0,0,2,1,3,0,1,6,2,2,0,5,8.0,7.0,1929.0,1950.0,1,1,3,12,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,792.0,792.0,1,1,1,4,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,2.0,3,5,1931.0,1,2.0,400.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
0,3,90.0,14115.0,0,0,2,3,3,4,2,6,2,2,0,2,6.0,7.0,1956.0,2004.0,1,1,10,11,2,0.0,2,2,2,2,2,1,5,296.0,6,547.0,230.0,1073.0,1,4,1,4,1811.0,0.0,0.0,1811.0,0.0,0.0,1.0,0.0,2.0,1.0,4,6.0,6,1.0,3,1,1956.0,3,2.0,470.0,2,2,2,0.0,0.0,280.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,0
0,3,75.0,9742.0,0,0,3,3,3,4,2,5,2,2,0,2,8.0,5.0,2002.0,2002.0,3,1,12,13,1,281.0,3,2,2,3,2,1,1,0.0,1,0.0,1777.0,1777.0,1,4,1,4,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2002.0,2,2.0,534.0,2,2,2,171.0,159.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2008.0,8,4
5,3,79.0,12420.0,0,0,3,3,3,4,2,5,2,2,0,5,7.0,5.0,2001.0,2001.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,666.0,1,0.0,278.0,944.0,1,4,1,4,944.0,896.0,0.0,1840.0,1.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,0.0,-1,1,2001.0,2,2.0,622.0,2,2,2,0.0,45.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
0,3,69.5,8125.0,0,0,3,3,3,4,2,5,2,2,0,2,7.0,5.0,2002.0,2002.0,1,1,12,13,3,295.0,3,2,2,3,2,1,6,986.0,1,0.0,668.0,1654.0,1,4,1,4,1654.0,0.0,0.0,1654.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2002.0,1,3.0,900.0,2,2,2,0.0,136.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2006.0,8,4
5,3,106.0,11194.0,0,0,2,3,3,0,2,8,2,2,0,5,8.0,5.0,2000.0,2000.0,1,1,12,13,1,40.0,3,2,2,3,2,1,1,0.0,1,0.0,1406.0,1406.0,1,4,1,4,1454.0,482.0,0.0,1936.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,2000.0,2,2.0,504.0,2,2,2,188.0,124.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2006.0,8,4
5,3,65.0,15426.0,0,0,2,3,3,4,2,5,2,2,0,5,6.0,5.0,1997.0,1997.0,1,1,12,13,2,0.0,2,2,2,3,2,1,6,821.0,1,0.0,107.0,928.0,1,4,1,4,928.0,836.0,0.0,1764.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,0.0,-1,1,1997.0,2,2.0,470.0,2,2,2,276.0,99.0,0.0,0.0,0.0,0.0,0,3,2,0.0,8.0,2009.0,8,4
0,3,48.0,10635.0,0,0,1,3,3,2,2,5,2,2,0,2,8.0,5.0,2003.0,2003.0,3,1,12,13,1,171.0,3,2,2,3,2,3,4,370.0,6,972.0,315.0,1657.0,1,4,1,4,1668.0,0.0,0.0,1668.0,1.0,0.0,2.0,0.0,3.0,1.0,3,8.0,6,1.0,2,1,2003.0,3,2.0,502.0,2,2,2,0.0,262.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2010.0,8,4
0,3,75.0,11957.0,0,0,2,3,3,4,2,21,6,2,0,2,8.0,5.0,2006.0,2006.0,1,1,12,13,1,53.0,3,2,2,3,2,1,6,24.0,1,0.0,1550.0,1574.0,1,4,1,4,1574.0,0.0,0.0,1574.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2006.0,2,3.0,824.0,2,2,2,144.0,104.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2008.0,8,4
0,3,73.0,8688.0,0,0,3,3,3,4,2,21,2,2,0,2,7.0,5.0,2005.0,2005.0,1,1,12,13,1,228.0,3,2,2,3,2,3,1,0.0,1,0.0,1616.0,1616.0,1,4,1,4,1616.0,0.0,0.0,1616.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2005.0,2,3.0,834.0,2,2,2,208.0,59.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2006.0,8,4
0,1,81.0,11216.0,0,0,3,3,3,4,2,21,2,2,0,2,8.0,5.0,2006.0,2006.0,1,1,12,13,2,0.0,3,2,2,3,3,1,1,0.0,1,0.0,1489.0,1489.0,1,4,1,4,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2006.0,2,2.0,776.0,2,2,2,0.0,140.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,6,5
0,3,79.0,9541.0,0,0,2,3,3,4,2,16,2,2,0,2,7.0,5.0,2009.0,2009.0,1,1,12,13,3,268.0,3,2,2,3,2,1,1,0.0,1,0.0,1502.0,1502.0,1,4,1,4,1502.0,0.0,0.0,1502.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2009.0,2,2.0,644.0,2,2,2,0.0,114.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2009.0,6,5
5,3,120.0,15611.0,0,0,3,3,3,4,2,5,2,2,0,5,8.0,5.0,2006.0,2006.0,1,1,12,13,2,0.0,3,2,2,3,2,3,1,0.0,1,0.0,1079.0,1079.0,1,4,1,4,1079.0,840.0,0.0,1919.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,3,1,2006.0,2,2.0,685.0,3,2,2,0.0,51.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,6,5
6,3,53.0,10918.0,0,0,3,3,3,4,2,6,2,2,0,5,7.0,9.0,1926.0,2004.0,2,1,8,8,2,0.0,3,2,0,3,2,1,1,0.0,1,0.0,1276.0,1276.0,1,4,1,4,1276.0,804.0,0.0,2080.0,0.0,0.0,1.0,1.0,3.0,1.0,3,9.0,6,2.0,3,5,1926.0,1,1.0,282.0,2,2,2,0.0,0.0,0.0,0.0,145.0,0.0,0,3,2,0.0,6.0,2009.0,8,4
11,3,69.5,3196.0,0,0,3,3,3,4,2,0,2,2,4,2,7.0,5.0,2003.0,2004.0,1,1,12,13,1,18.0,3,2,2,3,2,4,1,0.0,1,0.0,1374.0,1374.0,1,4,1,4,1557.0,0.0,0.0,1557.0,0.0,0.0,2.0,0.0,2.0,1.0,3,7.0,6,1.0,2,1,2003.0,3,2.0,420.0,2,2,2,143.0,20.0,0.0,0.0,0.0,0.0,0,0,2,0.0,10.0,2006.0,8,4
11,4,44.0,4750.0,0,0,2,1,3,4,1,6,2,2,4,2,8.0,5.0,2006.0,2007.0,3,1,12,13,3,481.0,3,2,2,3,2,4,6,1573.0,1,0.0,0.0,1573.0,1,4,1,4,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,1.0,3,5.0,6,1.0,3,1,2006.0,3,2.0,538.0,2,2,2,123.0,0.0,0.0,0.0,153.0,0.0,0,0,2,0.0,12.0,2007.0,8,3
5,3,69.5,16659.0,0,0,2,3,3,0,2,14,3,2,0,5,7.0,7.0,1977.0,1994.0,1,1,9,10,1,34.0,2,2,1,2,2,1,5,795.0,1,0.0,0.0,795.0,1,1,1,4,1468.0,795.0,0.0,2263.0,1.0,0.0,2.0,1.0,3.0,1.0,3,9.0,6,1.0,2,1,1977.0,3,2.0,539.0,2,2,2,0.0,250.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2006.0,8,4
7,3,174.0,25419.0,0,0,3,3,3,0,2,12,0,2,0,5,8.0,4.0,1918.0,1990.0,1,1,11,12,2,0.0,3,3,2,2,2,1,6,1036.0,2,184.0,140.0,1360.0,1,3,1,4,1360.0,1360.0,392.0,3112.0,1.0,1.0,2.0,0.0,4.0,1.0,3,8.0,6,1.0,4,5,1918.0,1,2.0,795.0,2,2,2,0.0,16.0,552.0,0.0,0.0,512.0,4,4,2,0.0,3.0,2006.0,8,0
0,3,70.0,9100.0,0,0,3,3,3,4,2,5,2,2,0,2,7.0,5.0,2000.0,2000.0,1,1,12,13,1,244.0,3,2,2,3,2,3,6,1400.0,1,0.0,125.0,1525.0,1,4,1,4,1525.0,0.0,0.0,1525.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2000.0,2,2.0,541.0,2,2,2,219.0,36.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2006.0,8,4
5,3,69.5,10316.0,0,0,2,3,3,4,2,5,2,2,0,5,7.0,5.0,2000.0,2000.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,735.0,1,0.0,257.0,992.0,1,4,1,4,992.0,873.0,0.0,1865.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,2000.0,2,3.0,839.0,2,2,2,0.0,184.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2008.0,8,4
0,3,92.0,11932.0,0,0,3,3,3,2,2,21,1,2,0,2,8.0,5.0,2007.0,2008.0,1,1,12,13,3,186.0,3,2,2,3,2,1,1,0.0,1,0.0,1580.0,1580.0,1,4,1,4,1580.0,0.0,0.0,1580.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2008.0,2,3.0,830.0,2,2,2,0.0,24.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2008.0,3,5
5,3,69.5,8795.0,0,0,2,3,3,4,2,8,2,2,0,5,7.0,5.0,2000.0,2000.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,300.0,1,0.0,652.0,952.0,1,4,1,4,980.0,1276.0,0.0,2256.0,0.0,0.0,2.0,1.0,4.0,1.0,3,8.0,6,1.0,2,3,2000.0,3,2.0,554.0,2,2,2,224.0,54.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2009.0,8,4
5,3,80.0,9938.0,0,0,3,3,3,4,2,20,2,2,0,5,7.0,5.0,1993.0,1994.0,1,1,8,8,1,246.0,3,2,2,3,2,1,6,750.0,1,0.0,300.0,1050.0,1,4,1,4,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,2,1,1993.0,3,2.0,574.0,2,2,2,156.0,90.0,0.0,0.0,0.0,0.0,0,4,2,0.0,6.0,2010.0,8,4
0,3,69.5,11838.0,0,0,3,3,3,4,2,5,2,2,0,2,8.0,5.0,2001.0,2001.0,3,1,12,13,2,0.0,3,2,2,3,2,3,1,0.0,1,0.0,1753.0,1753.0,1,4,1,4,1788.0,0.0,0.0,1788.0,0.0,0.0,2.0,0.0,3.0,1.0,4,7.0,6,1.0,2,1,2001.0,2,2.0,522.0,2,2,2,202.0,151.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
5,3,44.0,9548.0,0,0,2,3,3,1,2,5,2,2,0,5,7.0,6.0,2003.0,2003.0,1,1,12,13,1,223.0,3,2,2,3,2,1,6,483.0,1,0.0,458.0,941.0,1,4,1,4,941.0,888.0,0.0,1829.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,2003.0,2,2.0,613.0,2,2,2,192.0,39.0,0.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2010.0,8,4
5,3,75.0,9473.0,0,0,3,3,3,4,2,5,2,2,0,5,8.0,5.0,2002.0,2002.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,804.0,1,0.0,324.0,1128.0,1,4,1,4,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,3,1,2002.0,2,2.0,577.0,2,2,2,0.0,211.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2008.0,8,4
0,3,69.5,12925.0,0,0,2,3,3,0,2,12,2,2,0,2,6.0,7.0,1970.0,1970.0,1,1,3,10,2,0.0,2,2,1,2,2,2,4,865.0,1,0.0,340.0,1205.0,1,4,1,4,2117.0,0.0,0.0,2117.0,0.0,0.0,2.0,1.0,4.0,1.0,2,7.0,6,2.0,3,1,1970.0,3,2.0,550.0,2,2,2,0.0,42.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2008.0,8,4
5,1,66.0,7399.0,0,1,2,3,3,4,2,21,2,2,0,5,7.0,5.0,1997.0,1998.0,3,1,12,13,1,1600.0,3,2,2,3,2,1,4,649.0,1,0.0,326.0,975.0,1,4,1,4,975.0,975.0,0.0,1950.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,5,1997.0,2,2.0,576.0,2,2,2,0.0,10.0,0.0,0.0,198.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
13,3,44.0,5306.0,0,0,2,3,3,4,2,22,2,2,4,5,7.0,7.0,1987.0,1987.0,1,1,6,6,2,0.0,3,3,2,3,3,1,6,495.0,3,215.0,354.0,1064.0,1,3,1,4,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,1.0,2,1,1987.0,2,2.0,504.0,3,2,2,441.0,35.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
6,3,80.0,16560.0,0,0,2,3,3,4,2,6,2,2,0,5,6.0,8.0,1932.0,1950.0,1,1,13,14,2,0.0,2,2,0,3,2,1,3,503.0,1,0.0,449.0,952.0,1,2,1,4,1170.0,1175.0,0.0,2345.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,3,5,1932.0,1,2.0,360.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
0,3,122.0,11923.0,0,0,2,3,3,0,2,5,2,2,0,2,9.0,5.0,2007.0,2007.0,1,1,12,13,2,0.0,3,2,2,4,2,1,1,0.0,1,0.0,1800.0,1800.0,1,4,1,4,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0.0,2.0,1.0,4,7.0,6,0.0,-1,1,2007.0,3,2.0,702.0,2,2,2,288.0,136.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2009.0,8,4
0,3,89.0,10991.0,0,0,2,1,3,4,2,23,2,2,0,2,8.0,5.0,2007.0,2007.0,1,1,12,13,1,80.0,3,2,2,3,2,4,1,0.0,1,0.0,1571.0,1571.0,1,4,1,4,1571.0,0.0,0.0,1571.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2007.0,3,3.0,722.0,2,2,2,100.0,36.0,0.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2007.0,6,5
5,3,80.0,9828.0,0,0,2,3,3,4,2,20,2,2,0,5,8.0,5.0,1995.0,1995.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,584.0,1,0.0,544.0,1128.0,1,4,1,4,1142.0,878.0,0.0,2020.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,2,1,1995.0,2,2.0,466.0,2,2,2,0.0,155.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
4,3,48.0,12822.0,0,0,2,3,3,1,2,11,2,2,0,0,7.0,5.0,2003.0,2003.0,1,1,12,13,2,0.0,3,2,2,4,2,1,6,1351.0,1,0.0,83.0,1434.0,1,4,1,4,1518.0,631.0,0.0,2149.0,1.0,0.0,1.0,1.0,1.0,1.0,3,6.0,6,1.0,4,1,2003.0,2,2.0,670.0,2,2,2,168.0,43.0,0.0,0.0,198.0,0.0,0,0,2,0.0,8.0,2009.0,8,0
5,3,73.0,8760.0,0,0,3,3,3,4,2,5,2,2,0,5,7.0,5.0,2006.0,2006.0,1,1,12,13,2,0.0,3,2,2,3,3,2,6,464.0,1,0.0,927.0,1391.0,1,4,1,4,1391.0,571.0,0.0,1962.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,0.0,-1,1,2006.0,2,3.0,868.0,2,2,2,0.0,90.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2006.0,6,5
5,3,90.0,10800.0,0,0,3,3,3,4,2,14,2,2,0,5,6.0,7.0,1974.0,1997.0,1,1,6,6,2,0.0,2,2,1,2,2,1,5,956.0,3,182.0,384.0,1522.0,1,2,1,4,1548.0,1066.0,0.0,2614.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,2,1,1974.0,2,2.0,624.0,2,2,2,38.0,243.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2008.0,8,4
4,3,75.0,45600.0,0,0,1,2,3,4,2,4,2,2,0,0,6.0,8.0,1908.0,1997.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,907.0,907.0,1,2,1,4,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0.0,5.0,1.0,2,10.0,6,1.0,3,5,1908.0,1,2.0,360.0,1,2,2,486.0,40.0,0.0,0.0,175.0,0.0,0,0,2,0.0,9.0,2008.0,8,4
0,3,43.0,12118.0,0,0,2,3,3,1,2,11,2,2,0,2,7.0,5.0,2004.0,2005.0,3,1,12,13,3,108.0,3,2,2,4,2,2,1,0.0,1,0.0,1710.0,1710.0,1,4,1,4,1710.0,0.0,0.0,1710.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,2004.0,3,2.0,550.0,2,2,2,100.0,48.0,0.0,0.0,180.0,0.0,0,0,2,0.0,4.0,2009.0,8,4
5,3,80.0,10000.0,0,0,3,3,3,4,2,5,2,2,0,5,8.0,5.0,1995.0,1996.0,1,1,12,13,1,438.0,3,2,2,3,2,1,6,1079.0,1,0.0,141.0,1220.0,1,4,1,4,1220.0,870.0,0.0,2090.0,1.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,2,1,1995.0,2,2.0,556.0,2,2,2,0.0,65.0,0.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2007.0,8,4
5,3,69.5,53107.0,0,0,1,0,3,0,1,4,1,2,0,5,6.0,5.0,1992.0,1992.0,1,1,6,6,2,0.0,3,2,2,3,2,3,6,985.0,1,0.0,595.0,1580.0,1,4,1,4,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,3,9.0,6,2.0,1,1,1992.0,3,2.0,501.0,2,2,2,216.0,231.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
